OID_,Value,Count,DEPTOS,ETA,RICE,SORG,MAIZ,LC2018,CLCROP,RISOMA
,1142,1.000000000000000,6,100,46,10,915,24,Pastos/Cultivos,0.097100000000000
,1143,412.000000000000000,6,10,34,8,581,23,Agricultura Tecnificada,0.062300000000000
,1144,19.000000000000000,6,10,14,3,230,17,Palma Africana,0.024700000000000
,1145,7.000000000000000,4,100,0,0,1,24,Pastos/Cultivos,0.000100000000000
,1146,13.000000000000000,6,100,3,6,148,1,No Cultivos,0.015700000000000
,1147,1.000000000000000,6,100,7,13,270,17,Palma Africana,0.029000000000000
,1148,17.000000000000000,7,100,5,7,303,1,No Cultivos,0.031500000000000
,1149,18.000000000000000,7,100,5,7,303,24,Pastos/Cultivos,0.031500000000000
,1150,4.000000000000000,8,100,0,0,164,12,Cafetales,0.016400000000000
,1151,44.000000000000000,8,100,0,0,152,1,No Cultivos,0.015200000000000
,1152,75.000000000000000,6,100,34,8,581,1,No Cultivos,0.062300000000000
,1153,52.000000000000000,5,100,43,9,814,23,Agricultura Tecnificada,0.086600000000000
,1154,69.000000000000000,5,100,34,8,581,1,No Cultivos,0.062300000000000
,1155,118.000000000000000,2,100,1,3,106,1,No Cultivos,0.011000000000000
,1156,2.000000000000000,8,100,0,0,166,24,Pastos/Cultivos,0.016600000000000
,1157,63.000000000000000,5,10,43,9,814,23,Agricultura Tecnificada,0.086600000000000
,1158,713.000000000000000,5,10,34,8,581,23,Agricultura Tecnificada,0.062300000000000
,1159,134.000000000000000,5,10,34,8,581,24,Pastos/Cultivos,0.062300000000000
,1160,7.000000000000000,5,100,34,8,581,24,Pastos/Cultivos,0.062300000000000
,1161,30.000000000000000,4,100,0,0,1,1,No Cultivos,0.000100000000000
,1162,3.000000000000000,4,100,0,0,18,1,No Cultivos,0.001800000000000
,1163,747.000000000000000,6,10,1,3,106,1,No Cultivos,0.011000000000000
,1164,22.000000000000000,2,100,0,0,9,1,No Cultivos,0.000900000000000
,1165,62.000000000000000,5,10,34,8,581,1,No Cultivos,0.062300000000000
,1166,44.000000000000000,6,100,14,3,230,1,No Cultivos,0.024700000000000
,1167,75.000000000000000,6,100,6,14,252,1,No Cultivos,0.027200000000000
,1168,53.000000000000000,2,100,0,0,5,24,Pastos/Cultivos,0.000500000000000
,1169,4.000000000000000,2,100,1,3,141,24,Pastos/Cultivos,0.014500000000000
,1170,33.000000000000000,6,100,4,0,24,1,No Cultivos,0.002800000000000
,1171,2.000000000000000,7,100,3,5,264,1,No Cultivos,0.027200000000000
,1172,1955.000000000000000,8,10,30,0,96,1,No Cultivos,0.012600000000000
,1173,29.000000000000000,6,100,17,3,313,1,No Cultivos,0.033300000000000
,1174,63.000000000000000,6,10,7,13,270,13,Frutales,0.029000000000000
,1175,2.000000000000000,8,100,0,0,164,24,Pastos/Cultivos,0.016400000000000
,1176,5.000000000000000,6,10,14,3,230,12,Cafetales,0.024700000000000
,1177,117.000000000000000,6,10,9,19,327,19,Musácea,0.035500000000000
,1178,1695.000000000000000,8,10,30,0,96,24,Pastos/Cultivos,0.012600000000000
,1179,26.000000000000000,6,100,3,6,156,1,No Cultivos,0.016500000000000
,1180,114.000000000000000,6,100,9,21,349,24,Pastos/Cultivos,0.037900000000000
,1181,159.000000000000000,6,100,9,20,343,1,No Cultivos,0.037200000000000
,1182,4.000000000000000,8,100,0,0,164,1,No Cultivos,0.016400000000000
,1183,8.000000000000000,5,10,43,9,814,17,Palma Africana,0.086600000000000
,1184,36.000000000000000,7,100,2,4,227,24,Pastos/Cultivos,0.023300000000000
,1185,4.000000000000000,5,100,31,4,445,24,Pastos/Cultivos,0.048000000000000
,1186,108.000000000000000,6,100,9,20,343,24,Pastos/Cultivos,0.037200000000000
,1187,35.000000000000000,7,100,2,4,227,1,No Cultivos,0.023300000000000
,1188,8.000000000000000,4,100,4,0,24,1,No Cultivos,0.002800000000000
,1189,151.000000000000000,8,10,0,0,152,21,Piña,0.015200000000000
,1190,7049.000000000000000,8,10,0,0,152,12,Cafetales,0.015200000000000
,1191,1.000000000000000,4,100,0,0,18,24,Pastos/Cultivos,0.001800000000000
,1192,661.000000000000000,6,10,9,20,343,19,Musácea,0.037200000000000
,1193,1.000000000000000,6,100,9,19,327,19,Musácea,0.035500000000000
,1194,51.000000000000000,8,10,30,0,96,12,Cafetales,0.012600000000000
,1195,111.000000000000000,5,10,29,5,450,12,Cafetales,0.048400000000000
,1196,155.000000000000000,8,10,0,0,145,24,Pastos/Cultivos,0.014500000000000
,1197,83.000000000000000,6,100,6,14,252,24,Pastos/Cultivos,0.027200000000000
,1198,153.000000000000000,6,100,9,21,349,1,No Cultivos,0.037900000000000
,1199,4.000000000000000,6,10,1,3,106,19,Musácea,0.011000000000000
,1200,2.000000000000000,5,100,31,4,445,12,Cafetales,0.048000000000000
,1201,38.000000000000000,5,100,29,5,450,24,Pastos/Cultivos,0.048400000000000
,1202,64.000000000000000,6,100,7,16,283,24,Pastos/Cultivos,0.030600000000000
,1203,68.000000000000000,6,100,7,16,283,1,No Cultivos,0.030600000000000
,1204,85.000000000000000,6,10,9,21,349,13,Frutales,0.037900000000000
,1205,629.000000000000000,6,10,9,21,349,19,Musácea,0.037900000000000
,1206,518.000000000000000,5,10,29,5,450,20,Caña de Azucar,0.048400000000000
,1207,2.000000000000000,4,100,4,0,24,24,Pastos/Cultivos,0.002800000000000
,1208,2.000000000000000,6,100,0,1,29,24,Pastos/Cultivos,0.003000000000000
,1209,82.000000000000000,6,10,7,16,283,23,Agricultura Tecnificada,0.030600000000000
,1210,6.000000000000000,6,100,1,3,106,24,Pastos/Cultivos,0.011000000000000
,1211,3.000000000000000,6,100,9,20,343,17,Palma Africana,0.037200000000000
,1212,222.000000000000000,5,10,34,8,581,17,Palma Africana,0.062300000000000
,1213,3.000000000000000,6,10,34,8,581,12,Cafetales,0.062300000000000
,1214,3475.000000000000000,6,10,0,0,18,1,No Cultivos,0.001800000000000
,1215,283.000000000000000,6,10,7,16,283,19,Musácea,0.030600000000000
,1216,246.000000000000000,6,10,9,21,349,23,Agricultura Tecnificada,0.037900000000000
,1217,22.000000000000000,6,100,1,3,106,1,No Cultivos,0.011000000000000
,1218,22.000000000000000,5,100,29,5,450,20,Caña de Azucar,0.048400000000000
,1219,6.000000000000000,6,10,34,8,581,13,Frutales,0.062300000000000
,1220,118.000000000000000,6,10,7,16,283,17,Palma Africana,0.030600000000000
,1221,8.000000000000000,7,100,1,3,141,24,Pastos/Cultivos,0.014500000000000
,1222,1.000000000000000,6,100,9,21,349,13,Frutales,0.037900000000000
,1223,1.000000000000000,6,100,7,16,283,19,Musácea,0.030600000000000
,1224,6.000000000000000,6,100,9,21,349,23,Agricultura Tecnificada,0.037900000000000
,1225,1681.000000000000000,5,10,43,9,814,20,Caña de Azucar,0.086600000000000
,1226,31.000000000000000,6,10,9,19,327,13,Frutales,0.035500000000000
,1227,67.000000000000000,2,100,1,3,106,24,Pastos/Cultivos,0.011000000000000
,1228,4.000000000000000,6,10,6,14,252,23,Agricultura Tecnificada,0.027200000000000
,1229,3.000000000000000,6,100,14,3,230,24,Pastos/Cultivos,0.024700000000000
,1230,230.000000000000000,5,100,43,9,814,20,Caña de Azucar,0.086600000000000
,1231,453.000000000000000,6,10,46,10,915,23,Agricultura Tecnificada,0.097100000000000
,1232,7.000000000000000,6,10,9,21,349,17,Palma Africana,0.037900000000000
,1233,3.000000000000000,6,10,4,0,24,12,Cafetales,0.002800000000000
,1234,1.000000000000000,6,100,9,21,349,17,Palma Africana,0.037900000000000
,1235,18.000000000000000,6,10,25,5,152,12,Cafetales,0.018200000000000
,1236,1.000000000000000,8,100,0,0,166,12,Cafetales,0.016600000000000
,1237,4.000000000000000,6,100,9,21,349,19,Musácea,0.037900000000000
,1238,612.000000000000000,6,10,0,0,18,24,Pastos/Cultivos,0.001800000000000
,1239,6.000000000000000,6,100,17,3,313,24,Pastos/Cultivos,0.033300000000000
,1240,67443.000000000000000,7,10,0,0,0,1,No Cultivos,0.000000000000000
,1241,11.000000000000000,6,100,34,8,581,23,Agricultura Tecnificada,0.062300000000000
,1242,17.000000000000000,6,100,7,16,283,23,Agricultura Tecnificada,0.030600000000000
,1243,3.000000000000000,6,100,4,0,24,24,Pastos/Cultivos,0.002800000000000
,1244,3.000000000000000,6,100,0,0,18,1,No Cultivos,0.001800000000000
,1245,617.000000000000000,5,10,46,10,915,20,Caña de Azucar,0.097100000000000
,1246,1.000000000000000,6,100,25,5,152,24,Pastos/Cultivos,0.018200000000000
,1247,3.000000000000000,6,100,0,0,18,24,Pastos/Cultivos,0.001800000000000
,1248,480.000000000000000,6,10,6,14,252,19,Musácea,0.027200000000000
,1249,4.000000000000000,7,100,3,5,264,24,Pastos/Cultivos,0.027200000000000
,1250,22703.000000000000000,7,10,0,0,0,24,Pastos/Cultivos,0.000000000000000
,1251,1001.000000000000000,6,10,0,0,1,1,No Cultivos,0.000100000000000
,1252,26.000000000000000,6,10,0,0,1,24,Pastos/Cultivos,0.000100000000000
,1253,175.000000000000000,5,100,46,10,915,20,Caña de Azucar,0.097100000000000
,1254,25.000000000000000,6,100,1,3,108,24,Pastos/Cultivos,0.011200000000000
,1255,3.000000000000000,5,100,34,8,581,17,Palma Africana,0.062300000000000
,1256,14.000000000000000,6,100,3,6,156,24,Pastos/Cultivos,0.016500000000000
,1257,1313.000000000000000,7,100,0,0,0,1,No Cultivos,0.000000000000000
,1258,38.000000000000000,8,10,6,0,21,1,No Cultivos,0.002700000000000
,1259,15.000000000000000,8,10,6,0,21,24,Pastos/Cultivos,0.002700000000000
,1260,24.000000000000000,5,10,29,5,450,23,Agricultura Tecnificada,0.048400000000000
,1261,1.000000000000000,6,100,0,0,0,24,Pastos/Cultivos,0.000000000000000
,1262,1.000000000000000,8,100,30,0,96,24,Pastos/Cultivos,0.012600000000000
,1263,1.000000000000000,5,100,29,5,450,23,Agricultura Tecnificada,0.048400000000000
,1264,4.000000000000000,6,10,0,0,0,12,Cafetales,0.000000000000000
,1265,813.000000000000000,8,10,1,0,203,12,Cafetales,0.020400000000000
,1266,2641.000000000000000,8,10,1,0,203,1,No Cultivos,0.020400000000000
,1267,2247.000000000000000,8,10,1,0,203,24,Pastos/Cultivos,0.020400000000000
,1268,3644.000000000000000,8,10,2,0,262,24,Pastos/Cultivos,0.026400000000000
,1269,4561.000000000000000,8,10,2,0,262,1,No Cultivos,0.026400000000000
,1270,1.000000000000000,8,100,30,0,96,1,No Cultivos,0.012600000000000
,1271,13347.000000000000000,7,10,0,1,0,1,No Cultivos,0.000100000000000
,1272,1912.000000000000000,2,10,0,1,0,1,No Cultivos,0.000100000000000
,1273,727.000000000000000,2,10,0,1,0,24,Pastos/Cultivos,0.000100000000000
,1274,14.000000000000000,2,100,0,1,0,24,Pastos/Cultivos,0.000100000000000
,1275,30.000000000000000,8,10,2,0,262,12,Cafetales,0.026400000000000
,1276,6568.000000000000000,8,10,1,0,181,1,No Cultivos,0.018200000000000
,1277,1658.000000000000000,8,10,1,0,181,24,Pastos/Cultivos,0.018200000000000
,1278,5034.000000000000000,8,10,3,0,264,1,No Cultivos,0.026700000000000
,1279,3052.000000000000000,8,10,3,0,264,24,Pastos/Cultivos,0.026700000000000
,1280,3.000000000000000,8,100,3,0,264,1,No Cultivos,0.026700000000000
,1281,5818.000000000000000,8,10,2,0,189,1,No Cultivos,0.019100000000000
,1282,2394.000000000000000,8,10,2,0,189,24,Pastos/Cultivos,0.019100000000000
,1283,3509.000000000000000,7,10,0,2,25,24,Pastos/Cultivos,0.002700000000000
,1284,12964.000000000000000,7,10,0,2,25,1,No Cultivos,0.002700000000000
,1285,3572.000000000000000,7,10,2,5,238,24,Pastos/Cultivos,0.024500000000000
,1286,4597.000000000000000,7,10,2,5,238,1,No Cultivos,0.024500000000000
,1287,3643.000000000000000,7,10,0,1,0,24,Pastos/Cultivos,0.000100000000000
,1288,15.000000000000000,2,100,0,1,0,1,No Cultivos,0.000100000000000
,1289,4.000000000000000,8,100,2,0,262,24,Pastos/Cultivos,0.026400000000000
,1290,3500.000000000000000,8,10,10,1,342,1,No Cultivos,0.035300000000000
,1291,13.000000000000000,8,100,10,1,342,1,No Cultivos,0.035300000000000
,1292,909.000000000000000,5,10,10,1,342,1,No Cultivos,0.035300000000000
,1293,339.000000000000000,5,10,10,1,342,24,Pastos/Cultivos,0.035300000000000
,1294,3635.000000000000000,5,10,29,6,515,1,No Cultivos,0.055000000000000
,1295,2617.000000000000000,5,10,29,6,515,24,Pastos/Cultivos,0.055000000000000
,1296,1.000000000000000,6,100,0,0,1,1,No Cultivos,0.000100000000000
,1297,1405.000000000000000,7,10,0,2,13,24,Pastos/Cultivos,0.001500000000000
,1298,6740.000000000000000,7,10,0,2,13,1,No Cultivos,0.001500000000000
,1299,1984.000000000000000,7,10,0,3,86,24,Pastos/Cultivos,0.008900000000000
,1300,6112.000000000000000,7,10,0,3,86,1,No Cultivos,0.008900000000000
,1301,13.000000000000000,7,100,0,2,25,24,Pastos/Cultivos,0.002700000000000
,1302,2777.000000000000000,5,10,39,7,378,24,Pastos/Cultivos,0.042400000000000
,1303,5361.000000000000000,5,10,39,7,378,1,No Cultivos,0.042400000000000
,1304,54.000000000000000,5,100,39,7,378,1,No Cultivos,0.042400000000000
,1305,36.000000000000000,5,100,39,7,378,24,Pastos/Cultivos,0.042400000000000
,1306,1.000000000000000,5,10,39,7,378,23,Agricultura Tecnificada,0.042400000000000
,1307,37.000000000000000,5,10,39,7,378,20,Caña de Azucar,0.042400000000000
,1308,2718.000000000000000,5,10,43,11,829,20,Caña de Azucar,0.088300000000000
,1309,2615.000000000000000,5,10,43,11,829,24,Pastos/Cultivos,0.088300000000000
,1310,74.000000000000000,5,100,43,11,829,20,Caña de Azucar,0.088300000000000
,1311,24.000000000000000,5,100,43,11,829,24,Pastos/Cultivos,0.088300000000000
,1312,2789.000000000000000,5,10,43,11,829,1,No Cultivos,0.088300000000000
,1313,13.000000000000000,5,100,43,11,829,1,No Cultivos,0.088300000000000
,1314,3291.000000000000000,5,10,40,11,965,20,Caña de Azucar,0.101600000000000
,1315,155.000000000000000,2,10,0,3,145,1,No Cultivos,0.014800000000000
,1316,6109.000000000000000,7,10,0,3,145,1,No Cultivos,0.014800000000000
,1317,1838.000000000000000,7,10,0,3,145,24,Pastos/Cultivos,0.014800000000000
,1318,88.000000000000000,7,100,0,2,13,1,No Cultivos,0.001500000000000
,1319,31.000000000000000,7,100,0,2,13,24,Pastos/Cultivos,0.001500000000000
,1320,90.000000000000000,7,100,0,3,86,1,No Cultivos,0.008900000000000
,1321,94.000000000000000,5,10,29,6,515,20,Caña de Azucar,0.055000000000000
,1322,167.000000000000000,5,100,40,11,965,20,Caña de Azucar,0.101600000000000
,1323,893.000000000000000,5,10,40,11,965,24,Pastos/Cultivos,0.101600000000000
,1324,43.000000000000000,5,100,40,11,965,24,Pastos/Cultivos,0.101600000000000
,1325,261.000000000000000,5,10,40,11,965,17,Palma Africana,0.101600000000000
,1326,1248.000000000000000,5,10,40,11,965,1,No Cultivos,0.101600000000000
,1327,103.000000000000000,5,10,40,11,965,23,Agricultura Tecnificada,0.101600000000000
,1328,162.000000000000000,5,10,30,10,480,23,Agricultura Tecnificada,0.052000000000000
,1329,1.000000000000000,5,100,30,10,480,24,Pastos/Cultivos,0.052000000000000
,1330,9.000000000000000,5,100,30,10,480,1,No Cultivos,0.052000000000000
,1331,7.000000000000000,6,100,30,10,480,24,Pastos/Cultivos,0.052000000000000
,1332,5076.000000000000000,6,10,30,10,480,1,No Cultivos,0.052000000000000
,1333,45.000000000000000,6,100,30,10,480,1,No Cultivos,0.052000000000000
,1334,1081.000000000000000,6,10,30,10,480,24,Pastos/Cultivos,0.052000000000000
,1335,6130.000000000000000,6,10,25,6,172,1,No Cultivos,0.020300000000000
,1336,1948.000000000000000,6,10,25,6,172,24,Pastos/Cultivos,0.020300000000000
,1337,4865.000000000000000,6,10,22,4,343,1,No Cultivos,0.036900000000000
,1338,3332.000000000000000,6,10,22,4,343,24,Pastos/Cultivos,0.036900000000000
,1339,2078.000000000000000,6,10,1,2,15,24,Pastos/Cultivos,0.001800000000000
,1340,4862.000000000000000,6,10,1,2,15,1,No Cultivos,0.001800000000000
,1341,3390.000000000000000,6,10,5,1,0,1,No Cultivos,0.000600000000000
,1342,1128.000000000000000,6,10,5,1,0,24,Pastos/Cultivos,0.000600000000000
,1343,67.000000000000000,6,100,5,1,0,1,No Cultivos,0.000600000000000
,1344,33.000000000000000,6,100,5,1,0,24,Pastos/Cultivos,0.000600000000000
,1345,5.000000000000000,6,100,2,4,194,24,Pastos/Cultivos,0.020000000000000
,1346,5.000000000000000,6,100,2,4,194,1,No Cultivos,0.020000000000000
,1347,243.000000000000000,6,10,2,4,194,1,No Cultivos,0.020000000000000
,1348,88.000000000000000,6,10,2,4,194,24,Pastos/Cultivos,0.020000000000000
,1349,1438.000000000000000,2,10,2,4,194,1,No Cultivos,0.020000000000000
,1350,92.000000000000000,2,100,2,4,194,1,No Cultivos,0.020000000000000
,1351,526.000000000000000,2,10,2,4,194,24,Pastos/Cultivos,0.020000000000000
,1352,99.000000000000000,2,100,2,4,194,24,Pastos/Cultivos,0.020000000000000
,1353,17.000000000000000,2,10,0,3,145,24,Pastos/Cultivos,0.014800000000000
,1354,97.000000000000000,7,100,0,3,145,1,No Cultivos,0.014800000000000
,1355,36.000000000000000,7,100,0,3,86,24,Pastos/Cultivos,0.008900000000000
,1356,14.000000000000000,5,100,40,11,965,17,Palma Africana,0.101600000000000
,1357,40.000000000000000,5,10,30,10,480,24,Pastos/Cultivos,0.052000000000000
,1358,3073.000000000000000,6,10,27,5,385,24,Pastos/Cultivos,0.041700000000000
,1359,5076.000000000000000,6,10,27,5,385,1,No Cultivos,0.041700000000000
,1360,6657.000000000000000,6,10,2,0,10,1,No Cultivos,0.001200000000000
,1361,1562.000000000000000,6,10,2,0,10,24,Pastos/Cultivos,0.001200000000000
,1362,7538.000000000000000,6,10,2,0,21,1,No Cultivos,0.002300000000000
,1363,603.000000000000000,6,10,2,0,21,24,Pastos/Cultivos,0.002300000000000
,1364,7845.000000000000000,6,10,1,0,7,1,No Cultivos,0.000800000000000
,1365,432.000000000000000,6,10,1,0,7,24,Pastos/Cultivos,0.000800000000000
,1366,52.000000000000000,6,100,1,0,7,1,No Cultivos,0.000800000000000
,1367,7526.000000000000000,6,10,0,0,14,1,No Cultivos,0.001400000000000
,1368,713.000000000000000,6,10,0,0,14,24,Pastos/Cultivos,0.001400000000000
,1369,6466.000000000000000,6,10,0,2,51,1,No Cultivos,0.005300000000000
,1370,1725.000000000000000,6,10,0,2,51,24,Pastos/Cultivos,0.005300000000000
,1371,5672.000000000000000,6,10,2,8,168,1,No Cultivos,0.017800000000000
,1372,2479.000000000000000,6,10,2,8,168,24,Pastos/Cultivos,0.017800000000000
,1373,4597.000000000000000,6,10,3,11,197,1,No Cultivos,0.021100000000000
,1374,3181.000000000000000,6,10,3,11,197,24,Pastos/Cultivos,0.021100000000000
,1375,128.000000000000000,6,100,3,11,197,1,No Cultivos,0.021100000000000
,1376,3560.000000000000000,6,10,8,22,340,1,No Cultivos,0.037000000000000
,1377,3569.000000000000000,6,10,8,22,340,24,Pastos/Cultivos,0.037000000000000
,1378,35.000000000000000,6,100,8,22,340,24,Pastos/Cultivos,0.037000000000000
,1379,52.000000000000000,6,100,8,22,340,1,No Cultivos,0.037000000000000
,1380,1116.000000000000000,6,10,8,22,340,19,Musácea,0.037000000000000
,1381,5995.000000000000000,6,10,4,8,174,1,No Cultivos,0.018600000000000
,1382,1513.000000000000000,6,10,4,8,174,24,Pastos/Cultivos,0.018600000000000
,1383,2906.000000000000000,6,10,7,3,32,1,No Cultivos,0.004200000000000
,1384,1122.000000000000000,6,10,7,3,32,24,Pastos/Cultivos,0.004200000000000
,1385,1628.000000000000000,6,10,2,4,64,1,No Cultivos,0.007000000000000
,1386,620.000000000000000,6,10,2,4,64,24,Pastos/Cultivos,0.007000000000000
,1387,10.000000000000000,6,100,2,4,64,1,No Cultivos,0.007000000000000
,1388,102.000000000000000,7,100,0,1,0,1,No Cultivos,0.000100000000000
,1389,120.000000000000000,5,100,40,11,965,1,No Cultivos,0.101600000000000
,1390,3.000000000000000,5,100,30,10,480,17,Palma Africana,0.052000000000000
,1391,15.000000000000000,6,100,27,5,385,24,Pastos/Cultivos,0.041700000000000
,1392,1579.000000000000000,6,10,3,5,31,24,Pastos/Cultivos,0.003900000000000
,1393,6637.000000000000000,6,10,3,5,31,1,No Cultivos,0.003900000000000
,1394,5651.000000000000000,6,10,2,7,157,1,No Cultivos,0.016600000000000
,1395,2480.000000000000000,6,10,2,7,157,24,Pastos/Cultivos,0.016600000000000
,1396,56.000000000000000,6,100,2,8,168,24,Pastos/Cultivos,0.017800000000000
,1397,105.000000000000000,6,100,2,8,168,1,No Cultivos,0.017800000000000
,1398,25.000000000000000,7,100,0,3,145,24,Pastos/Cultivos,0.014800000000000
,1399,38.000000000000000,7,100,0,2,25,1,No Cultivos,0.002700000000000
,1400,3021.000000000000000,8,10,10,1,342,24,Pastos/Cultivos,0.035300000000000
,1401,41.000000000000000,5,100,29,6,515,24,Pastos/Cultivos,0.055000000000000
,1402,52.000000000000000,5,100,29,6,515,1,No Cultivos,0.055000000000000
,1403,13.000000000000000,5,10,30,10,480,17,Palma Africana,0.052000000000000
,1404,31.000000000000000,5,10,30,10,480,1,No Cultivos,0.052000000000000
,1405,84.000000000000000,6,10,30,10,480,23,Agricultura Tecnificada,0.052000000000000
,1406,3.000000000000000,6,100,2,0,21,24,Pastos/Cultivos,0.002300000000000
,1407,37.000000000000000,6,100,0,0,14,1,No Cultivos,0.001400000000000
,1408,37.000000000000000,6,100,3,11,197,24,Pastos/Cultivos,0.021100000000000
,1409,333.000000000000000,6,10,3,11,197,19,Musácea,0.021100000000000
,1410,5.000000000000000,6,100,7,3,32,24,Pastos/Cultivos,0.004200000000000
,1411,13.000000000000000,7,100,2,5,238,24,Pastos/Cultivos,0.024500000000000
,1412,7.000000000000000,8,100,2,0,189,1,No Cultivos,0.019100000000000
,1413,1.000000000000000,5,100,39,7,378,20,Caña de Azucar,0.042400000000000
,1414,43.000000000000000,6,100,2,7,157,1,No Cultivos,0.016600000000000
,1415,7.000000000000000,6,100,2,4,64,24,Pastos/Cultivos,0.007000000000000
,1416,3.000000000000000,8,100,2,0,189,24,Pastos/Cultivos,0.019100000000000
,1417,12.000000000000000,6,100,25,6,172,1,No Cultivos,0.020300000000000
,1418,49.000000000000000,6,100,2,0,10,1,No Cultivos,0.001200000000000
,1419,7.000000000000000,6,100,7,3,32,1,No Cultivos,0.004200000000000
,1420,18.000000000000000,6,100,27,5,385,1,No Cultivos,0.041700000000000
,1421,56.000000000000000,6,100,3,5,31,1,No Cultivos,0.003900000000000
,1422,3.000000000000000,6,10,22,4,343,12,Cafetales,0.036900000000000
,1423,2.000000000000000,6,100,4,8,174,24,Pastos/Cultivos,0.018600000000000
,1424,1.000000000000000,5,100,29,6,515,20,Caña de Azucar,0.055000000000000
,1425,44.000000000000000,6,100,2,0,21,1,No Cultivos,0.002300000000000
,1426,25.000000000000000,6,100,0,2,51,1,No Cultivos,0.005300000000000
,1427,8.000000000000000,6,100,3,5,31,24,Pastos/Cultivos,0.003900000000000
,1428,11.000000000000000,6,100,1,2,15,24,Pastos/Cultivos,0.001800000000000
,1429,3422.000000000000000,7,10,2,4,194,1,No Cultivos,0.020000000000000
,1430,8.000000000000000,8,100,1,0,181,1,No Cultivos,0.018200000000000
,1431,11.000000000000000,6,100,22,4,343,1,No Cultivos,0.036900000000000
,1432,12.000000000000000,6,100,2,0,10,24,Pastos/Cultivos,0.001200000000000
,1433,2432.000000000000000,7,10,2,4,64,24,Pastos/Cultivos,0.007000000000000
,1434,13.000000000000000,7,100,2,4,64,24,Pastos/Cultivos,0.007000000000000
,1435,951.000000000000000,6,10,40,11,965,17,Palma Africana,0.101600000000000
,1436,287.000000000000000,6,100,40,11,965,1,No Cultivos,0.101600000000000
,1437,206.000000000000000,6,10,40,11,965,1,No Cultivos,0.101600000000000
,1438,14.000000000000000,6,100,2,7,157,24,Pastos/Cultivos,0.016600000000000
,1439,1.000000000000000,6,100,3,11,197,19,Musácea,0.021100000000000
,1440,3510.000000000000000,7,10,2,4,64,1,No Cultivos,0.007000000000000
,1441,33.000000000000000,6,100,1,2,15,1,No Cultivos,0.001800000000000
,1442,1857.000000000000000,7,10,2,4,194,24,Pastos/Cultivos,0.020000000000000
,1443,27.000000000000000,7,100,2,5,238,1,No Cultivos,0.024500000000000
,1444,1.000000000000000,8,100,1,0,203,12,Cafetales,0.020400000000000
,1445,29.000000000000000,7,100,2,4,64,1,No Cultivos,0.007000000000000
,1446,34.000000000000000,6,100,40,11,965,17,Palma Africana,0.101600000000000
,1447,129.000000000000000,6,10,30,10,480,17,Palma Africana,0.052000000000000
,1448,299.000000000000000,6,10,40,11,965,20,Caña de Azucar,0.101600000000000
,1449,1466.000000000000000,6,10,30,10,480,20,Caña de Azucar,0.052000000000000
,1450,3.000000000000000,6,100,30,10,480,17,Palma Africana,0.052000000000000
,1451,29.000000000000000,7,100,0,1,0,24,Pastos/Cultivos,0.000100000000000
,1452,164.000000000000000,7,100,2,4,194,24,Pastos/Cultivos,0.020000000000000
,1453,1.000000000000000,6,10,2,4,64,13,Frutales,0.007000000000000
,1454,10.000000000000000,6,100,4,8,174,1,No Cultivos,0.018600000000000
,1455,1201.000000000000000,7,10,5,1,0,24,Pastos/Cultivos,0.000600000000000
,1456,2335.000000000000000,7,10,5,1,0,1,No Cultivos,0.000600000000000
,1457,16.000000000000000,8,10,1,0,181,23,Agricultura Tecnificada,0.018200000000000
,1458,102.000000000000000,7,100,5,1,0,24,Pastos/Cultivos,0.000600000000000
,1459,475.000000000000000,8,10,10,1,342,20,Caña de Azucar,0.035300000000000
,1460,3591.000000000000000,7,10,7,3,32,1,No Cultivos,0.004200000000000
,1461,564.000000000000000,7,10,7,3,32,24,Pastos/Cultivos,0.004200000000000
,1462,21.000000000000000,7,100,7,3,32,1,No Cultivos,0.004200000000000
,1463,249.000000000000000,7,100,2,4,194,1,No Cultivos,0.020000000000000
,1464,246.000000000000000,6,10,40,11,965,24,Pastos/Cultivos,0.101600000000000
,1465,8.000000000000000,5,10,10,1,342,20,Caña de Azucar,0.035300000000000
,1466,6.000000000000000,8,100,1,0,203,1,No Cultivos,0.020400000000000
,1467,4.000000000000000,6,100,0,2,51,24,Pastos/Cultivos,0.005300000000000
,1468,1.000000000000000,7,100,7,3,32,24,Pastos/Cultivos,0.004200000000000
,1469,69.000000000000000,6,100,40,11,965,24,Pastos/Cultivos,0.101600000000000
,1470,75.000000000000000,6,100,30,10,480,20,Caña de Azucar,0.052000000000000
,1471,6.000000000000000,8,100,2,0,262,1,No Cultivos,0.026400000000000
,1472,843.000000000000000,8,10,29,6,515,24,Pastos/Cultivos,0.055000000000000
,1473,13.000000000000000,8,10,2,0,262,17,Palma Africana,0.026400000000000
,1474,10.000000000000000,8,100,3,0,264,24,Pastos/Cultivos,0.026700000000000
,1475,353.000000000000000,8,10,29,6,515,1,No Cultivos,0.055000000000000
,1476,27.000000000000000,8,100,29,6,515,24,Pastos/Cultivos,0.055000000000000
,1477,2.000000000000000,8,100,1,0,203,24,Pastos/Cultivos,0.020400000000000
,1478,25.000000000000000,8,100,29,6,515,1,No Cultivos,0.055000000000000
,1479,486.000000000000000,8,10,29,6,515,20,Caña de Azucar,0.055000000000000
,1480,31.000000000000000,8,100,29,6,515,20,Caña de Azucar,0.055000000000000
,1481,337.000000000000000,7,10,1,2,15,24,Pastos/Cultivos,0.001800000000000
