OID_,Value,Count,DEPTOS,ETA,RICE,SORG,MAIZ,LC2018,CLCROP,RISOMA
,5749,34.000000000000000,11,100,1,65,330,1,No Cultivos,0.039600000000000
,5750,39.000000000000000,17,100,1,41,48,1,No Cultivos,0.009000000000000
,5751,21.000000000000000,11,100,0,109,97,1,No Cultivos,0.020600000000000
,5752,6.000000000000000,17,100,1,63,293,24,Pastos/Cultivos,0.035700000000000
,5753,1.000000000000000,16,100,0,99,654,24,Pastos/Cultivos,0.075300000000000
,5754,36.000000000000000,17,100,1,63,293,1,No Cultivos,0.035700000000000
,5755,6.000000000000000,16,100,0,106,95,1,No Cultivos,0.020100000000000
,5756,1.000000000000000,11,100,1,65,330,24,Pastos/Cultivos,0.039600000000000
,5757,52.000000000000000,11,100,0,54,165,1,No Cultivos,0.021900000000000
,5758,2.000000000000000,16,100,29,45,308,1,No Cultivos,0.038200000000000
,5759,6.000000000000000,17,100,1,41,48,24,Pastos/Cultivos,0.009000000000000
,5760,21.000000000000000,15,100,45,163,1494,1,No Cultivos,0.170200000000000
,5761,27.000000000000000,11,100,0,57,206,1,No Cultivos,0.026300000000000
,5762,1.000000000000000,16,100,0,148,328,24,Pastos/Cultivos,0.047600000000000
,5763,6.000000000000000,11,100,2,76,470,24,Pastos/Cultivos,0.054800000000000
,5764,8.000000000000000,11,100,0,44,62,1,No Cultivos,0.010600000000000
,5765,1916.000000000000000,17,10,1,54,197,12,Cafetales,0.025200000000000
,5766,44.000000000000000,11,10,0,44,62,24,Pastos/Cultivos,0.010600000000000
,5767,1.000000000000000,15,100,45,163,1494,24,Pastos/Cultivos,0.170200000000000
,5768,3.000000000000000,16,100,0,4,0,24,Pastos/Cultivos,0.000400000000000
,5769,1.000000000000000,17,100,4,89,573,24,Pastos/Cultivos,0.066600000000000
,5770,6.000000000000000,17,100,1,54,197,12,Cafetales,0.025200000000000
,5771,4.000000000000000,15,100,8,138,600,1,No Cultivos,0.074600000000000
,5772,18.000000000000000,11,100,0,106,95,1,No Cultivos,0.020100000000000
,5773,2.000000000000000,11,10,0,57,206,12,Cafetales,0.026300000000000
,5774,1990.000000000000000,17,10,4,89,573,12,Cafetales,0.066600000000000
,5775,907.000000000000000,17,10,1,65,335,12,Cafetales,0.040100000000000
,5776,7.000000000000000,17,100,39,2,395,1,No Cultivos,0.043600000000000
,5777,218.000000000000000,17,10,39,2,395,24,Pastos/Cultivos,0.043600000000000
,5778,1.000000000000000,17,100,39,2,395,24,Pastos/Cultivos,0.043600000000000
,5779,5.000000000000000,17,100,4,83,460,24,Pastos/Cultivos,0.054700000000000
,5780,256.000000000000000,17,10,39,2,395,1,No Cultivos,0.043600000000000
,5781,3.000000000000000,17,100,4,89,573,12,Cafetales,0.066600000000000
,5782,8.000000000000000,11,100,2,83,539,1,No Cultivos,0.062400000000000
,5783,351.000000000000000,17,10,4,83,460,23,Agricultura Tecnificada,0.054700000000000
,5784,8.000000000000000,17,100,1,54,197,24,Pastos/Cultivos,0.025200000000000
,5785,3.000000000000000,17,10,9,70,375,12,Cafetales,0.045400000000000
,5786,974.000000000000000,18,10,0,4,0,1,No Cultivos,0.000400000000000
,5787,199.000000000000000,18,10,0,4,0,24,Pastos/Cultivos,0.000400000000000
,5788,1.000000000000000,11,100,0,54,165,24,Pastos/Cultivos,0.021900000000000
,5789,2.000000000000000,17,100,1,41,48,12,Cafetales,0.009000000000000
,5790,1.000000000000000,11,100,0,58,220,24,Pastos/Cultivos,0.027800000000000
,5791,8.000000000000000,17,100,4,83,460,23,Agricultura Tecnificada,0.054700000000000
,5792,2.000000000000000,18,100,0,4,0,24,Pastos/Cultivos,0.000400000000000
,5793,1.000000000000000,11,100,0,106,95,24,Pastos/Cultivos,0.020100000000000
,5794,1.000000000000000,17,100,1,65,335,12,Cafetales,0.040100000000000
,5795,3.000000000000000,18,100,0,4,0,1,No Cultivos,0.000400000000000
,5796,3581.000000000000000,18,10,0,259,190,1,No Cultivos,0.044900000000000
,5797,1506.000000000000000,18,10,0,259,190,24,Pastos/Cultivos,0.044900000000000
,5798,20.000000000000000,18,100,0,259,190,1,No Cultivos,0.044900000000000
,5799,1.000000000000000,16,10,0,259,190,1,No Cultivos,0.044900000000000
,5800,140.000000000000000,18,10,0,106,95,24,Pastos/Cultivos,0.020100000000000
,5801,2030.000000000000000,18,10,0,106,95,1,No Cultivos,0.020100000000000
,5802,6773.000000000000000,11,10,0,113,99,1,No Cultivos,0.021200000000000
,5803,1500.000000000000000,11,10,0,113,99,24,Pastos/Cultivos,0.021200000000000
,5804,6557.000000000000000,11,10,6,129,1020,1,No Cultivos,0.115500000000000
,5805,1451.000000000000000,11,10,6,129,1020,24,Pastos/Cultivos,0.115500000000000
,5806,1161.000000000000000,11,10,7,131,1020,24,Pastos/Cultivos,0.115800000000000
,5807,7107.000000000000000,11,10,7,131,1020,1,No Cultivos,0.115800000000000
,5808,7396.000000000000000,11,10,6,125,989,1,No Cultivos,0.112000000000000
,5809,4546.000000000000000,17,10,4,78,425,1,No Cultivos,0.050700000000000
,5810,369.000000000000000,17,10,4,78,425,24,Pastos/Cultivos,0.050700000000000
,5811,3014.000000000000000,17,10,1,23,1,1,No Cultivos,0.002500000000000
,5812,124.000000000000000,17,10,1,23,1,24,Pastos/Cultivos,0.002500000000000
,5813,13.000000000000000,17,100,1,23,1,1,No Cultivos,0.002500000000000
,5814,1890.000000000000000,17,10,1,23,1,12,Cafetales,0.002500000000000
,5815,695.000000000000000,17,10,0,34,17,1,No Cultivos,0.005100000000000
,5816,76.000000000000000,17,10,0,34,17,24,Pastos/Cultivos,0.005100000000000
,5817,3460.000000000000000,17,10,0,34,17,12,Cafetales,0.005100000000000
,5818,4068.000000000000000,17,10,1,19,0,12,Cafetales,0.002000000000000
,5819,2289.000000000000000,17,10,1,19,0,1,No Cultivos,0.002000000000000
,5820,559.000000000000000,17,10,1,19,0,24,Pastos/Cultivos,0.002000000000000
,5821,9.000000000000000,17,100,1,19,0,1,No Cultivos,0.002000000000000
,5822,816.000000000000000,17,10,21,6,79,12,Cafetales,0.010600000000000
,5823,534.000000000000000,17,10,21,6,79,1,No Cultivos,0.010600000000000
,5824,11.000000000000000,11,100,6,129,1020,1,No Cultivos,0.115500000000000
,5825,38.000000000000000,11,100,7,131,1020,1,No Cultivos,0.115800000000000
,5826,895.000000000000000,11,10,6,125,989,24,Pastos/Cultivos,0.112000000000000
,5827,7255.000000000000000,11,10,6,120,923,1,No Cultivos,0.104900000000000
,5828,1009.000000000000000,11,10,6,120,923,24,Pastos/Cultivos,0.104900000000000
,5829,5368.000000000000000,11,10,3,87,521,1,No Cultivos,0.061100000000000
,5830,1151.000000000000000,11,10,3,87,521,24,Pastos/Cultivos,0.061100000000000
,5831,4522.000000000000000,11,10,2,76,465,1,No Cultivos,0.054300000000000
,5832,1082.000000000000000,11,10,2,76,465,24,Pastos/Cultivos,0.054300000000000
,5833,99.000000000000000,11,10,2,68,359,1,No Cultivos,0.042900000000000
,5834,6632.000000000000000,17,10,2,68,359,1,No Cultivos,0.042900000000000
,5835,1373.000000000000000,17,10,2,68,359,24,Pastos/Cultivos,0.042900000000000
,5836,111.000000000000000,17,10,2,68,359,12,Cafetales,0.042900000000000
,5837,5538.000000000000000,17,10,5,100,716,1,No Cultivos,0.082100000000000
,5838,59.000000000000000,17,10,5,100,716,12,Cafetales,0.082100000000000
,5839,2643.000000000000000,17,10,5,100,716,24,Pastos/Cultivos,0.082100000000000
,5840,31.000000000000000,17,100,5,100,716,1,No Cultivos,0.082100000000000
,5841,1631.000000000000000,17,10,6,106,708,24,Pastos/Cultivos,0.082000000000000
,5842,6151.000000000000000,17,10,6,106,708,1,No Cultivos,0.082000000000000
,5843,24.000000000000000,17,10,6,106,708,23,Agricultura Tecnificada,0.082000000000000
,5844,69.000000000000000,17,100,6,106,708,1,No Cultivos,0.082000000000000
,5845,308.000000000000000,17,10,21,6,79,24,Pastos/Cultivos,0.010600000000000
,5846,1.000000000000000,11,100,6,129,1020,24,Pastos/Cultivos,0.115500000000000
,5847,22.000000000000000,11,100,2,76,465,1,No Cultivos,0.054300000000000
,5848,1.000000000000000,17,100,4,78,425,24,Pastos/Cultivos,0.050700000000000
,5849,1.000000000000000,11,100,0,113,99,24,Pastos/Cultivos,0.021200000000000
,5850,9.000000000000000,11,10,2,68,359,24,Pastos/Cultivos,0.042900000000000
,5851,9.000000000000000,17,100,0,34,17,12,Cafetales,0.005100000000000
,5852,9.000000000000000,17,100,5,100,716,24,Pastos/Cultivos,0.082100000000000
,5853,7.000000000000000,17,100,4,78,425,1,No Cultivos,0.050700000000000
,5854,1.000000000000000,17,100,0,34,17,1,No Cultivos,0.005100000000000
,5855,16.000000000000000,11,100,3,87,521,1,No Cultivos,0.061100000000000
,5856,14.000000000000000,17,100,6,106,708,24,Pastos/Cultivos,0.082000000000000
,5857,51.000000000000000,17,100,2,68,359,1,No Cultivos,0.042900000000000
,5858,15.000000000000000,17,100,0,5,0,12,Cafetales,0.000500000000000
,5859,14.000000000000000,17,100,1,19,0,12,Cafetales,0.002000000000000
,5860,18.000000000000000,11,100,0,113,99,1,No Cultivos,0.021200000000000
,5861,14.000000000000000,11,100,6,120,923,1,No Cultivos,0.104900000000000
,5862,11.000000000000000,11,100,6,125,989,1,No Cultivos,0.112000000000000
,5863,4.000000000000000,17,100,0,5,0,1,No Cultivos,0.000500000000000
,5864,3.000000000000000,17,100,1,19,0,24,Pastos/Cultivos,0.002000000000000
,5865,4.000000000000000,17,100,0,5,0,24,Pastos/Cultivos,0.000500000000000
,5866,2.000000000000000,17,100,21,6,79,1,No Cultivos,0.010600000000000
,5867,1.000000000000000,17,100,2,68,359,12,Cafetales,0.042900000000000
,5868,2.000000000000000,18,100,0,259,190,24,Pastos/Cultivos,0.044900000000000
,5869,2489.000000000000000,17,10,2,76,465,1,No Cultivos,0.054300000000000
,5870,1.000000000000000,11,100,2,76,465,24,Pastos/Cultivos,0.054300000000000
,5871,4.000000000000000,11,100,3,87,521,24,Pastos/Cultivos,0.061100000000000
,5872,1.000000000000000,17,100,21,6,79,24,Pastos/Cultivos,0.010600000000000
,5873,9.000000000000000,18,100,0,106,95,1,No Cultivos,0.020100000000000
,5874,152.000000000000000,17,10,2,76,465,24,Pastos/Cultivos,0.054300000000000
,5875,2.000000000000000,11,100,7,131,1020,24,Pastos/Cultivos,0.115800000000000
,5876,172.000000000000000,17,10,3,87,521,24,Pastos/Cultivos,0.061100000000000
,5877,4.000000000000000,17,100,2,68,359,24,Pastos/Cultivos,0.042900000000000
,5878,1548.000000000000000,17,10,3,87,521,1,No Cultivos,0.061100000000000
,5879,2.000000000000000,11,100,6,120,923,24,Pastos/Cultivos,0.104900000000000
,5880,21.000000000000000,17,100,3,87,521,1,No Cultivos,0.061100000000000
,5881,1.000000000000000,17,100,21,6,79,12,Cafetales,0.010600000000000
,5882,1.000000000000000,17,100,1,23,1,12,Cafetales,0.002500000000000
,5883,12.000000000000000,17,100,2,76,465,1,No Cultivos,0.054300000000000
,5884,211.000000000000000,19,10,6,129,1020,1,No Cultivos,0.115500000000000
,5885,85.000000000000000,19,10,6,129,1020,24,Pastos/Cultivos,0.115500000000000
,5886,19.000000000000000,19,10,7,131,1020,24,Pastos/Cultivos,0.115800000000000
,5887,81.000000000000000,19,10,7,131,1020,1,No Cultivos,0.115800000000000
,5888,1.000000000000000,19,100,7,131,1020,1,No Cultivos,0.115800000000000
,5889,5157.000000000000000,18,10,0,239,178,1,No Cultivos,0.041700000000000
,5890,2068.000000000000000,18,10,0,239,178,24,Pastos/Cultivos,0.041700000000000
,5891,4585.000000000000000,18,10,0,190,148,1,No Cultivos,0.033800000000000
,5892,1322.000000000000000,11,10,0,190,148,1,No Cultivos,0.033800000000000
,5893,270.000000000000000,11,10,0,190,148,24,Pastos/Cultivos,0.033800000000000
,5894,1072.000000000000000,11,10,0,194,150,24,Pastos/Cultivos,0.034400000000000
,5895,3469.000000000000000,11,10,0,194,150,1,No Cultivos,0.034400000000000
,5896,3115.000000000000000,11,10,0,140,116,1,No Cultivos,0.025600000000000
,5897,643.000000000000000,11,10,0,140,116,24,Pastos/Cultivos,0.025600000000000
,5898,709.000000000000000,19,10,0,140,116,24,Pastos/Cultivos,0.025600000000000
,5899,3330.000000000000000,19,10,0,140,116,1,No Cultivos,0.025600000000000
,5900,3390.000000000000000,19,10,12,185,1620,1,No Cultivos,0.181700000000000
,5901,1108.000000000000000,19,10,12,185,1620,24,Pastos/Cultivos,0.181700000000000
,5902,2909.000000000000000,11,10,12,185,1620,1,No Cultivos,0.181700000000000
,5903,728.000000000000000,11,10,12,185,1620,24,Pastos/Cultivos,0.181700000000000
,5904,1710.000000000000000,11,10,8,148,1224,24,Pastos/Cultivos,0.138000000000000
,5905,4867.000000000000000,11,10,8,148,1224,1,No Cultivos,0.138000000000000
,5906,26.000000000000000,11,100,8,148,1224,1,No Cultivos,0.138000000000000
,5907,6077.000000000000000,11,10,3,89,549,1,No Cultivos,0.064100000000000
,5908,9.000000000000000,11,100,3,89,549,1,No Cultivos,0.064100000000000
,5909,1160.000000000000000,11,10,3,89,549,24,Pastos/Cultivos,0.064100000000000
,5910,707.000000000000000,11,10,2,72,343,24,Pastos/Cultivos,0.041700000000000
,5911,4215.000000000000000,11,10,2,72,343,1,No Cultivos,0.041700000000000
,5912,2851.000000000000000,17,10,2,72,343,1,No Cultivos,0.041700000000000
,5913,475.000000000000000,17,10,2,72,343,24,Pastos/Cultivos,0.041700000000000
,5914,6815.000000000000000,17,10,0,155,135,1,No Cultivos,0.029000000000000
,5915,1450.000000000000000,17,10,0,155,135,24,Pastos/Cultivos,0.029000000000000
,5916,13.000000000000000,17,100,0,155,135,1,No Cultivos,0.029000000000000
,5917,6668.000000000000000,17,10,11,161,1020,1,No Cultivos,0.119200000000000
,5918,137.000000000000000,17,10,11,161,1020,12,Cafetales,0.119200000000000
,5919,1464.000000000000000,17,10,11,161,1020,24,Pastos/Cultivos,0.119200000000000
,5920,5198.000000000000000,17,10,12,170,1454,1,No Cultivos,0.163600000000000
,5921,2802.000000000000000,17,10,12,170,1454,24,Pastos/Cultivos,0.163600000000000
,5922,1483.000000000000000,17,10,8,136,1070,24,Pastos/Cultivos,0.121400000000000
,5923,3658.000000000000000,17,10,8,136,1070,1,No Cultivos,0.121400000000000
,5924,12.000000000000000,17,100,8,136,1070,24,Pastos/Cultivos,0.121400000000000
,5925,146.000000000000000,17,10,12,170,1454,12,Cafetales,0.163600000000000
,5926,21.000000000000000,17,100,12,170,1454,1,No Cultivos,0.163600000000000
,5927,41.000000000000000,17,100,8,136,1070,1,No Cultivos,0.121400000000000
,5928,67.000000000000000,11,100,12,185,1620,1,No Cultivos,0.181700000000000
,5929,23.000000000000000,11,100,2,72,343,1,No Cultivos,0.041700000000000
,5930,2093.000000000000000,18,10,0,190,148,24,Pastos/Cultivos,0.033800000000000
,5931,9.000000000000000,18,100,0,239,178,1,No Cultivos,0.041700000000000
,5932,92.000000000000000,19,100,12,185,1620,1,No Cultivos,0.181700000000000
,5933,7.000000000000000,17,100,2,72,343,1,No Cultivos,0.041700000000000
,5934,2.000000000000000,11,100,0,194,150,24,Pastos/Cultivos,0.034400000000000
,5935,3.000000000000000,11,100,0,194,150,1,No Cultivos,0.034400000000000
,5936,2.000000000000000,11,100,3,89,549,24,Pastos/Cultivos,0.064100000000000
,5937,8.000000000000000,17,100,11,161,1020,1,No Cultivos,0.119200000000000
,5938,2.000000000000000,11,100,2,72,343,24,Pastos/Cultivos,0.041700000000000
,5939,3.000000000000000,17,100,11,161,1020,24,Pastos/Cultivos,0.119200000000000
,5940,3.000000000000000,19,100,0,140,116,1,No Cultivos,0.025600000000000
,5941,1.000000000000000,19,100,0,140,116,24,Pastos/Cultivos,0.025600000000000
,5942,2.000000000000000,17,100,0,155,135,24,Pastos/Cultivos,0.029000000000000
,5943,2.000000000000000,18,100,0,239,178,24,Pastos/Cultivos,0.041700000000000
,5944,2264.000000000000000,18,10,0,194,150,1,No Cultivos,0.034400000000000
,5945,1470.000000000000000,18,10,0,194,150,24,Pastos/Cultivos,0.034400000000000
,5946,2.000000000000000,17,100,12,170,1454,24,Pastos/Cultivos,0.163600000000000
,5947,6.000000000000000,18,100,0,190,148,1,No Cultivos,0.033800000000000
,5948,5.000000000000000,11,100,8,148,1224,24,Pastos/Cultivos,0.138000000000000
,5949,6.000000000000000,17,10,12,170,1454,23,Agricultura Tecnificada,0.163600000000000
,5950,4.000000000000000,18,100,0,190,148,24,Pastos/Cultivos,0.033800000000000
,5951,27.000000000000000,19,100,8,136,1070,1,No Cultivos,0.121400000000000
,5952,1009.000000000000000,19,10,8,136,1070,1,No Cultivos,0.121400000000000
,5953,2.000000000000000,19,100,8,136,1070,24,Pastos/Cultivos,0.121400000000000
,5954,230.000000000000000,19,10,8,136,1070,24,Pastos/Cultivos,0.121400000000000
,5955,5.000000000000000,18,100,0,438,937,1,No Cultivos,0.137500000000000
,5956,10.000000000000000,18,10,0,438,937,24,Pastos/Cultivos,0.137500000000000
,5957,87.000000000000000,18,10,0,438,937,1,No Cultivos,0.137500000000000
,5958,714.000000000000000,19,10,8,148,1224,24,Pastos/Cultivos,0.138000000000000
,5959,1040.000000000000000,19,10,8,148,1224,1,No Cultivos,0.138000000000000
,5960,135.000000000000000,18,10,0,140,116,24,Pastos/Cultivos,0.025600000000000
,5961,426.000000000000000,18,10,0,140,116,1,No Cultivos,0.025600000000000
,5962,215.000000000000000,19,10,3,89,549,24,Pastos/Cultivos,0.064100000000000
,5963,484.000000000000000,17,10,3,89,549,1,No Cultivos,0.064100000000000
,5964,231.000000000000000,19,10,3,89,549,1,No Cultivos,0.064100000000000
,5965,97.000000000000000,17,10,3,89,549,24,Pastos/Cultivos,0.064100000000000
,5966,1.000000000000000,19,100,8,148,1224,1,No Cultivos,0.138000000000000
,5967,5.000000000000000,17,100,3,89,549,1,No Cultivos,0.064100000000000
,5968,98.000000000000000,19,10,12,170,1454,1,No Cultivos,0.163600000000000
,5969,4.000000000000000,19,100,12,170,1454,1,No Cultivos,0.163600000000000
,5970,3.000000000000000,19,10,12,170,1454,24,Pastos/Cultivos,0.163600000000000
,5971,1.000000000000000,19,100,12,185,1620,24,Pastos/Cultivos,0.181700000000000
,5972,379.000000000000000,18,10,0,427,916,1,No Cultivos,0.134300000000000
,5973,287.000000000000000,18,10,0,427,916,24,Pastos/Cultivos,0.134300000000000
,5974,4561.000000000000000,18,10,0,229,173,1,No Cultivos,0.040200000000000
,5975,3720.000000000000000,18,10,0,229,173,24,Pastos/Cultivos,0.040200000000000
,5976,4928.000000000000000,18,10,0,257,190,1,No Cultivos,0.044700000000000
,5977,3347.000000000000000,18,10,0,257,190,24,Pastos/Cultivos,0.044700000000000
,5978,5431.000000000000000,18,10,0,213,162,1,No Cultivos,0.037500000000000
,5979,2901.000000000000000,18,10,0,213,162,24,Pastos/Cultivos,0.037500000000000
,5980,5241.000000000000000,18,10,0,179,141,1,No Cultivos,0.032000000000000
,5981,2022.000000000000000,18,10,0,179,141,24,Pastos/Cultivos,0.032000000000000
,5982,795.000000000000000,19,10,0,179,141,1,No Cultivos,0.032000000000000
,5983,227.000000000000000,19,10,0,179,141,24,Pastos/Cultivos,0.032000000000000
,5984,4664.000000000000000,19,10,0,248,184,1,No Cultivos,0.043200000000000
,5985,3452.000000000000000,19,10,0,248,184,24,Pastos/Cultivos,0.043200000000000
,5986,5041.000000000000000,19,10,0,229,172,1,No Cultivos,0.040100000000000
,5987,3226.000000000000000,19,10,0,229,172,24,Pastos/Cultivos,0.040100000000000
,5988,1444.000000000000000,19,10,0,149,122,24,Pastos/Cultivos,0.027100000000000
,5989,2773.000000000000000,19,10,0,149,122,1,No Cultivos,0.027100000000000
,5990,3237.000000000000000,17,10,0,149,122,1,No Cultivos,0.027100000000000
,5991,884.000000000000000,17,10,0,149,122,24,Pastos/Cultivos,0.027100000000000
,5992,1.000000000000000,17,100,0,149,122,24,Pastos/Cultivos,0.027100000000000
,5993,6185.000000000000000,17,10,0,170,135,1,No Cultivos,0.030500000000000
,5994,1863.000000000000000,17,10,0,170,135,24,Pastos/Cultivos,0.030500000000000
,5995,161.000000000000000,11,10,0,170,135,1,No Cultivos,0.030500000000000
,5996,32.000000000000000,11,10,0,170,135,24,Pastos/Cultivos,0.030500000000000
,5997,2.000000000000000,11,100,0,170,135,1,No Cultivos,0.030500000000000
,5998,36.000000000000000,17,100,0,170,135,1,No Cultivos,0.030500000000000
,5999,5413.000000000000000,17,10,0,171,146,1,No Cultivos,0.031700000000000
,6000,2833.000000000000000,17,10,0,171,146,24,Pastos/Cultivos,0.031700000000000
,6001,3565.000000000000000,17,10,0,180,155,1,No Cultivos,0.033500000000000
,6002,2262.000000000000000,17,10,0,180,155,24,Pastos/Cultivos,0.033500000000000
,6003,565.000000000000000,17,10,0,159,228,1,No Cultivos,0.038700000000000
,6004,581.000000000000000,17,10,0,159,228,24,Pastos/Cultivos,0.038700000000000
,6005,63.000000000000000,19,100,0,159,228,1,No Cultivos,0.038700000000000
,6006,3985.000000000000000,19,10,0,159,228,1,No Cultivos,0.038700000000000
,6007,3034.000000000000000,19,10,0,159,228,24,Pastos/Cultivos,0.038700000000000
,6008,6336.000000000000000,19,10,0,120,104,1,No Cultivos,0.022400000000000
,6009,761.000000000000000,19,10,0,120,104,24,Pastos/Cultivos,0.022400000000000
,6010,56.000000000000000,19,100,0,248,184,1,No Cultivos,0.043200000000000
,6011,30.000000000000000,17,100,0,171,146,1,No Cultivos,0.031700000000000
,6012,8.000000000000000,17,100,0,149,122,1,No Cultivos,0.027100000000000
,6013,32.000000000000000,18,100,0,427,916,1,No Cultivos,0.134300000000000
,6014,34.000000000000000,17,100,0,159,228,1,No Cultivos,0.038700000000000
,6015,15.000000000000000,19,100,0,159,228,24,Pastos/Cultivos,0.038700000000000
,6016,1.000000000000000,19,100,0,179,141,1,No Cultivos,0.032000000000000
,6017,13.000000000000000,19,100,0,149,122,1,No Cultivos,0.027100000000000
,6018,1097.000000000000000,19,10,0,180,155,1,No Cultivos,0.033500000000000
,6019,3.000000000000000,17,100,0,159,228,24,Pastos/Cultivos,0.038700000000000
,6020,1308.000000000000000,19,10,0,180,155,24,Pastos/Cultivos,0.033500000000000
,6021,17.000000000000000,19,100,0,229,172,1,No Cultivos,0.040100000000000
,6022,26.000000000000000,17,100,0,180,155,1,No Cultivos,0.033500000000000
,6023,12.000000000000000,19,100,0,120,104,1,No Cultivos,0.022400000000000
,6024,2.000000000000000,18,100,0,229,173,1,No Cultivos,0.040200000000000
,6025,1.000000000000000,18,100,0,229,173,24,Pastos/Cultivos,0.040200000000000
,6026,6.000000000000000,17,100,0,180,155,24,Pastos/Cultivos,0.033500000000000
,6027,5.000000000000000,19,100,0,149,122,24,Pastos/Cultivos,0.027100000000000
,6028,2.000000000000000,19,100,0,120,104,24,Pastos/Cultivos,0.022400000000000
,6029,3.000000000000000,18,100,0,257,190,1,No Cultivos,0.044700000000000
,6030,2.000000000000000,18,100,0,179,141,1,No Cultivos,0.032000000000000
,6031,59.000000000000000,18,10,0,248,184,24,Pastos/Cultivos,0.043200000000000
,6032,4.000000000000000,19,10,0,61,300,1,No Cultivos,0.036100000000000
,6033,42.000000000000000,18,10,0,248,184,1,No Cultivos,0.043200000000000
,6034,7.000000000000000,19,100,0,248,184,24,Pastos/Cultivos,0.043200000000000
,6035,2.000000000000000,18,100,0,257,190,24,Pastos/Cultivos,0.044700000000000
,6036,1.000000000000000,17,100,0,170,135,24,Pastos/Cultivos,0.030500000000000
,6037,15.000000000000000,18,100,0,213,162,1,No Cultivos,0.037500000000000
,6038,10.000000000000000,19,100,0,180,155,1,No Cultivos,0.033500000000000
,6039,2.000000000000000,18,10,0,229,173,23,Agricultura Tecnificada,0.040200000000000
,6040,6.000000000000000,19,100,0,180,155,24,Pastos/Cultivos,0.033500000000000
,6041,3.000000000000000,19,100,0,229,172,24,Pastos/Cultivos,0.040100000000000
,6042,4.000000000000000,17,100,0,171,146,24,Pastos/Cultivos,0.031700000000000
,6043,32.000000000000000,18,100,0,328,707,1,No Cultivos,0.103500000000000
,6044,1276.000000000000000,18,10,0,328,707,1,No Cultivos,0.103500000000000
,6045,1248.000000000000000,18,10,0,328,707,24,Pastos/Cultivos,0.103500000000000
,6046,4679.000000000000000,18,10,0,227,171,1,No Cultivos,0.039800000000000
,6047,3341.000000000000000,18,10,0,227,171,24,Pastos/Cultivos,0.039800000000000
,6048,4299.000000000000000,18,10,0,191,148,1,No Cultivos,0.033900000000000
,6049,4056.000000000000000,18,10,0,191,148,24,Pastos/Cultivos,0.033900000000000
,6050,4897.000000000000000,18,10,0,236,177,1,No Cultivos,0.041300000000000
,6051,3216.000000000000000,18,10,0,236,177,24,Pastos/Cultivos,0.041300000000000
,6052,120.000000000000000,18,10,0,328,707,23,Agricultura Tecnificada,0.103500000000000
,6053,3901.000000000000000,18,10,0,272,365,1,No Cultivos,0.063700000000000
,6054,4182.000000000000000,18,10,0,272,365,24,Pastos/Cultivos,0.063700000000000
,6055,1627.000000000000000,18,10,0,269,197,24,Pastos/Cultivos,0.046600000000000
,6056,1237.000000000000000,18,10,0,269,197,1,No Cultivos,0.046600000000000
,6057,2294.000000000000000,19,10,0,269,197,24,Pastos/Cultivos,0.046600000000000
,6058,3094.000000000000000,19,10,0,269,197,1,No Cultivos,0.046600000000000
,6059,4.000000000000000,19,100,0,269,197,24,Pastos/Cultivos,0.046600000000000
,6060,4954.000000000000000,19,10,0,288,209,1,No Cultivos,0.049700000000000
,6061,3326.000000000000000,19,10,0,288,209,24,Pastos/Cultivos,0.049700000000000
,6062,2861.000000000000000,19,10,0,165,182,24,Pastos/Cultivos,0.034700000000000
,6063,4866.000000000000000,19,10,0,165,182,1,No Cultivos,0.034700000000000
,6064,5.000000000000000,17,100,0,165,182,1,No Cultivos,0.034700000000000
,6065,339.000000000000000,17,10,0,165,182,1,No Cultivos,0.034700000000000
,6066,283.000000000000000,17,10,0,165,182,24,Pastos/Cultivos,0.034700000000000
,6067,2298.000000000000000,17,10,0,224,169,1,No Cultivos,0.039300000000000
,6068,2397.000000000000000,17,10,0,224,169,24,Pastos/Cultivos,0.039300000000000
,6069,10.000000000000000,17,100,0,224,169,1,No Cultivos,0.039300000000000
,6070,2942.000000000000000,17,10,0,174,146,24,Pastos/Cultivos,0.032000000000000
,6071,2854.000000000000000,17,10,0,174,146,1,No Cultivos,0.032000000000000
,6072,1.000000000000000,17,10,0,159,211,24,Pastos/Cultivos,0.037000000000000
,6073,33.000000000000000,17,10,0,159,211,1,No Cultivos,0.037000000000000
,6074,5244.000000000000000,19,10,0,159,211,1,No Cultivos,0.037000000000000
,6075,2891.000000000000000,19,10,0,159,211,24,Pastos/Cultivos,0.037000000000000
,6076,6174.000000000000000,19,10,0,136,167,1,No Cultivos,0.030300000000000
,6077,2034.000000000000000,19,10,0,136,167,24,Pastos/Cultivos,0.030300000000000
,6078,7074.000000000000000,19,10,0,98,90,1,No Cultivos,0.018800000000000
,6079,856.000000000000000,19,10,0,98,90,24,Pastos/Cultivos,0.018800000000000
,6080,23.000000000000000,19,100,0,269,197,1,No Cultivos,0.046600000000000
,6081,8.000000000000000,17,100,0,224,169,24,Pastos/Cultivos,0.039300000000000
,6082,60.000000000000000,19,100,0,136,167,1,No Cultivos,0.030300000000000
,6083,15.000000000000000,17,100,0,174,146,1,No Cultivos,0.032000000000000
,6084,23.000000000000000,19,100,0,159,211,24,Pastos/Cultivos,0.037000000000000
,6085,12.000000000000000,19,100,0,98,90,1,No Cultivos,0.018800000000000
,6086,16.000000000000000,19,100,0,165,182,1,No Cultivos,0.034700000000000
